Investigation.Type,Country,Aircraft.Category,Make,Model,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Accident,United States,Airplane,PIPER,PA-38-112,Reciprocating,Positioning,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,MOONEY,M20F,Reciprocating,Personal,0.0,0.0,2.0,0.0,2012
Accident,United States,Airplane,BOWLES CHRIS,KITFOX 5,Reciprocating,Instructional,0.0,1.0,0.0,1.0,2012
Accident,Dominican Republic,Airplane,CESSNA,150M,Reciprocating,Instructional,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,BOEING,737-724,Turbo Fan,Unknown,0.0,0.0,2.0,79.0,2012
Accident,United States,Airplane,CESSNA,A185F,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Ferry,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,DEHAVILLAND,DHC-2,Reciprocating,Unknown,0.0,0.0,0.0,7.0,2012
Accident,United States,Airplane,EVEKTOR-AEROTECHNIK AS,Sportstar Plus,Reciprocating,Instructional,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,TP206A,Reciprocating,Aerial Observation,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,CESSNA,150M,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,YAKOVLEV,Yak-52,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,170,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,REMOS ACFT GMBH FLUGZEUGBAU,REMOS GX,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,AIR TRACTOR INC,AT-502,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,172K,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-28-181,Reciprocating,Personal,0.0,0.0,0.0,4.0,2012
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,ROETMAN RYLAND K JR,EAGLE,Reciprocating,Air Race show,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,CESSNA,182H,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,BARNEY OLDFIELD AIRCRAFT CO,BABY LAKES,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-18,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,152,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PETERSON-FEDER-SPLINTER,STARDUSTER TOO,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,182P,Reciprocating,Personal,0.0,1.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,"CONSOLIDATED AERONAUTICS, INC.",Lake LA-4-200,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,FISHER HAROLD R,320,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172S,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,BEECH,400A,Turbo Jet,Executive/corporate,0.0,2.0,2.0,0.0,2012
Accident,United States,Airplane,PIPER,J3C-65,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,BOEING,A75N1(PT17),Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,170B,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,195B,Reciprocating,Personal,0.0,1.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,HELIO,H-295-1400,Reciprocating,Personal,0.0,0.0,2.0,1.0,2012
Accident,United States,Airplane,CESSNA,180A,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,R182,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,170B,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,150F,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,140A,Reciprocating,Personal,0.0,1.0,0.0,1.0,2012
Accident,United States,Airplane,EDSON ROBERT W,PIETENPOL AIR CAMPER,Reciprocating,Flight Test,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,J3F-65,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,RAYTHEON AIRCRAFT COMPANY,C90GT,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,J5A,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,TR182,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,BEECH,A36,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-46-310P,Reciprocating,Business,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,4.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,HOYLE,Fighter Escort Wings,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,LUSCOMBE,8A,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CHAMPION,7GCB,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,A150K,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,177,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,COX,PA 18,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,UNIVERSAL STINSON,108,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,MOONEY,M10,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,DEHAVILLAND,TIGER MOTH DH 82A,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,182,Reciprocating,Skydiving,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,BURLEIGH,BEARHAWK,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,PIPER,PA-28-235,Reciprocating,Personal,0.0,0.0,0.0,4.0,2012
Accident,United States,Airplane,AMERICAN LEGEND,AL3,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,SOCATA,TB21,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-32-300,Reciprocating,Unknown,0.0,0.0,0.0,4.0,2012
Accident,United States,Airplane,STINSON,108-2,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,BOEING,B75N1,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,NAPPI TITO C,LANCAIR 235M,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-28-161,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172S,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,LUTERS ARNIS V,LEGEND,Turbo Prop,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,REHN,KITFOX IV,Reciprocating,Personal,1.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA-1C,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,TAYLORCRAFT,BC12-D,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,BEECH,A36,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,PIPER,PA-23,Reciprocating,Personal,0.0,0.0,2.0,0.0,2012
Accident,United States,Airplane,AYRES CORPORATION,S2R-G10,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,AVIAT,A-1C-180,Reciprocating,Personal,1.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,MOONEY,M20J,Reciprocating,Instructional,0.0,1.0,1.0,0.0,2012
Accident,United States,Airplane,CESSNA,182A,Reciprocating,Skydiving,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-32-301,Reciprocating,Unknown,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,FIELDS MIKE,HAWK SSC,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,STEVEN BORNSTEIN/THOMAS WHITTA,ZENITH,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,182K,Reciprocating,Personal,0.0,0.0,1.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Personal,0.0,0.0,0.0,4.0,2012
Accident,United States,Airplane,BADEAUX,Challenger II,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-31P,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,TECNAM,P2002 SIERRA,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,STINSON,108,Reciprocating,Personal,0.0,3.0,1.0,0.0,2012
Accident,United States,Airplane,CESSNA,172S,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,DEHAVILLAND,BEAVER DHC-2 MK.1,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,TAYLORCRAFT,BC12-D,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-24,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,BEECH,58,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,1.0,1.0,0.0,2012
Accident,United States,Airplane,WILKINSON LORIN L,HATZ XB-II,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,CESSNA,R172K,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,210-5,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,DEHAVILLAND,BEAVER DHC-2,Reciprocating,Unknown,0.0,0.0,0.0,6.0,2012
Accident,United States,Airplane,LEDER JOHN A,LEDER VELOCITY XL RG,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-18A 150,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-22-160,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-12,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-18-180,Reciprocating,Instructional,0.0,1.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,172K,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,TL ULTRALIGHT SRO,STINGSPORT,Reciprocating,Instructional,2.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-28RT-201,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,Japan,Airplane,BOEING,777-222,Turbo Fan,Unknown,0.0,3.0,1.0,252.0,2012
Accident,United States,Airplane,CESSNA,207A,Reciprocating,Positioning,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIEL,Emeraude,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,BELLANCA,17-30,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,T182T,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,BELLANCA,7GCBC,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-12,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-46-350P,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,GRUMMAN AMERICAN AVIATION,AA-5A,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,BEECH,E90,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,SHOREY TIMOTHY A,PRECEPTOR STOL KING,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,JONES PETER M,BOEING/JONES 75,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,MURRAY RICHARD F,AIRCAM BY LOCKWOOD,Reciprocating,Personal,0.0,0.0,2.0,0.0,2012
Accident,United States,Airplane,GRUMMAN,G-164A,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-32R-300,Reciprocating,Personal,3.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,BELLANCA,7GCAA,Reciprocating,Personal,0.0,1.0,1.0,0.0,2012
Accident,United States,Airplane,DEHAVILLAND,DHC-2,Turbo Prop,Unknown,0.0,0.0,0.0,8.0,2012
Accident,United States,Airplane,MOONEY,M20L,Reciprocating,Instructional,0.0,1.0,1.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-42,Turbo Prop,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,CESSNA,190,Reciprocating,Personal,0.0,1.0,0.0,1.0,2012
Accident,United States,Airplane,BELLANCA,7KCAB,Reciprocating,Business,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,172S,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,BEECH,A36,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,A188B,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-28-236,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,172S,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,BEECH,58,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,CESSNA,177,Reciprocating,Personal,0.0,0.0,1.0,1.0,2012
Accident,United States,Airplane,MAULE,M-4,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,0.0,1.0,1.0,2012
Accident,United Kingdom,Airplane,NORTH AMERICAN ROCKWELL,OV-10B,Turbo Prop,Air Race show,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR20,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,U206G,Reciprocating,Personal,1.0,4.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,170,Reciprocating,Ferry,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,BUNCH,COZY-CANARDIII,Reciprocating,Personal,1.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-28-140,Reciprocating,Instructional,0.0,1.0,1.0,0.0,2012
Accident,Australia,Airplane,PIPER,PA34,Reciprocating,Unknown,1.0,0.0,0.0,0.0,2012
Accident,Spain,Airplane,PIPER,PA-30,Reciprocating,Instructional,3.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-25-235,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,MIKOYAN GUREVICH,MIG 21MF,Turbo Jet,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,T210L,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164A,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,CZECH SPORT AIRCRAFT AS,PIPER SPORT,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-32-300,Reciprocating,Personal,0.0,1.0,1.0,0.0,2012
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR22,Reciprocating,Personal,2.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,AERONCA,7CCM,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,195B,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,LOFLIN,RV-7A,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Banner Tow,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-44-180,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,DOPPELT FREDRIC F,F. 8L FALCO,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,CZECH AIRCRAFT WORKS SPOL SRO,SportCruiser,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,177B,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,SC IAR SA BRASOV,IAR 825,Turbo Prop,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,BEECH,A23,Reciprocating,Instructional,1.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,SEIBERT ROBERT M,SEIBERT RV-6,Reciprocating,Instructional,0.0,0.0,2.0,0.0,2012
Accident,Bahamas,Airplane,BEECH,B36TC,Reciprocating,Personal,2.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,T206H,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA32-301FT,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,Spain,Airplane,AIR TRACTOR,AT802,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CHAPMAN MARK A,TRIKE,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,AIR TRACTOR INC,AT-402B,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,175A,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-46,Turbo Prop,Business,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,AIR TRACTOR INC,AT-502B,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Banner Tow,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,172P,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-32R-301,Reciprocating,Personal,2.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-18-150,Reciprocating,Banner Tow,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,T210M,Turbo Prop,Instructional,0.0,3.0,0.0,0.0,2012
Accident,United States,Airplane,BOMBARDIER INC,CL-600-2C10,Turbo Fan,Unknown,0.0,0.0,1.0,56.0,2012
Accident,United States,Airplane,MOONEY,M20E,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,T210M,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,BELLANCA,7GCBC,Reciprocating,Instructional,0.0,1.0,0.0,1.0,2012
Accident,United States,Airplane,CHAMBERLAIN GERALD,ESCAPADE,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,MOONEY AIRCRAFT CORP.,M20K,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,BRENHOLT LARRY R,RV-4,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-32S-300,Reciprocating,Personal,0.0,0.0,0.0,3.0,2012
Accident,United States,Airplane,PIPER,PA-28-180,Reciprocating,Flight Test,0.0,1.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-11,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,HAWKER BEECHCRAFT,G58,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,GRUMMAN,G-164A,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,FLIGHT DESIGN,CTLS,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,182P,Reciprocating,Aerial Observation,0.0,0.0,2.0,0.0,2012
Accident,United States,Airplane,MOONEY,M20E,Reciprocating,Personal,0.0,1.0,0.0,1.0,2012
Accident,United States,Airplane,NANCHANG CHINA,CJ-6A,Reciprocating,Personal,2.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,HEREM,DR-107,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,REPUBLIC,RC-3,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,CESSNA,182A,Reciprocating,Skydiving,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,MOONEY,M20J,Reciprocating,Personal,0.0,0.0,1.0,1.0,2012
Accident,United States,Airplane,BEECH,A24R,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-22-150,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-20,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,AEROTREK,A220,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,TOMAN JACK JR,SKYSTAR KITFOX 4,Reciprocating,Personal,1.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,DORNIER,DO 27 B5,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,PIPER,PA-30,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR-22,Reciprocating,Business,0.0,0.0,0.0,4.0,2012
Accident,United States,Airplane,PURTEE KEVIN M,PIETENPOL AIRCAMPER,Reciprocating,Personal,0.0,0.0,1.0,0.0,2012
Accident,United States,Airplane,YAMOKOSKI WILLIAM,GLASTAR,Reciprocating,Personal,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,CUBCRAFTERS,CC 11-160,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,LUSCOMBE,8A,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,CESSNA,A185F,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIPER,PA-25-235,Reciprocating,Banner Tow,0.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,JEFFKO,GLASAIR,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,AERO COMMANDER,500 S,Reciprocating,Public Aircraft - Federal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,TR182,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,MOONEY AIRPLANE CO INC,M20TN,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,FLIGHT DESIGN GMBH,CTLS,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172M,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,RAYTHEON AIRCRAFT COMPANY,B36TC,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,NELSON MILES,Sky Star Kitfox,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,MOONEY,M20M,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,FAIRCHILD,M-62A,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,CESSNA,172P,Reciprocating,Personal,1.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,BEECH,B60,Reciprocating,Personal,3.0,0.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-12,Reciprocating,Banner Tow,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,BEECHCRAFT,F33A,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
Accident,United States,Airplane,BAYLISS MILTON A III,X-AIR,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,"MOONEY AIRPLANE COMPANY, INC.",M20TN,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,"JOSEPH C. ANDREWS, JR.",Vans,Reciprocating,Personal,1.0,1.0,0.0,0.0,2012
Accident,United States,Airplane,PIPER,PA-24-250,Reciprocating,Personal,0.0,0.0,0.0,4.0,2012
Accident,United States,Airplane,BEECH,95-A55,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,INTERPLANE,SKYBOY EX,Reciprocating,Personal,0.0,0.0,0.0,2.0,2012
Accident,United States,Airplane,ALON,A2,Reciprocating,Personal,0.0,0.0,0.0,1.0,2012
Accident,United States,Airplane,PIAGGIO,P180,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,2012
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,2.0,0.0,0.0,2012
